TOWN,eb_rate_estimate,year,drug
MIDDLETON,0.18218868924198,2016,lorazepam
MIDDLETON,0.246060178116394,2017,lorazepam
MIDDLETON,0.229723123018718,2013,tot_benzo
MIDDLETON,0.298207921627603,2014,tot_benzo
MIDDLETON,0.329196417587353,2015,tot_benzo
MIDDLETON,0.436685917294594,2016,tot_benzo
MIDDLETON,0.496646271262951,2017,tot_benzo
MIDDLETON,8.467037177496602,2013,tot_opioid
MIDDLETON,8.73430341208718,2014,tot_opioid
MIDDLETON,9.403449185862428,2015,tot_opioid
MIDDLETON,12.234715392908765,2016,tot_opioid
MIDDLETON,12.804767745467121,2017,tot_opioid
MILFORD,0.34361619834856,2013,alprazolam
MILFORD,0.360447225383166,2014,alprazolam
MILFORD,0.334717058593109,2015,alprazolam
MILFORD,0.35510787488929,2016,alprazolam
MILFORD,0.326428294509376,2017,alprazolam
MILFORD,0.10841869782953,2013,diazepam
MILFORD,0.108873542887154,2014,diazepam
MILFORD,0.111983386177001,2015,diazepam
MILFORD,0.119570559819285,2016,diazepam
MILFORD,0.096561365482326,2017,diazepam
MILFORD,0.397209700544901,2013,lorazepam
MILFORD,0.468494651888726,2014,lorazepam
MILFORD,0.455522535356083,2015,lorazepam
MILFORD,0.480662274954079,2016,lorazepam
MILFORD,0.459154788777741,2017,lorazepam
MILFORD,0.849625648848688,2013,tot_benzo
MILFORD,0.938224254032078,2014,tot_benzo
MILFORD,0.902599458395091,2015,tot_benzo
MILFORD,0.95576412096241,2016,tot_benzo
MILFORD,0.882451856332799,2017,tot_benzo
MILFORD,32.412266963789854,2013,tot_opioid
MILFORD,35.934334859318454,2014,tot_opioid
MILFORD,33.969830137569105,2015,tot_opioid
MILFORD,37.753526158785604,2016,tot_opioid
MILFORD,37.32680088348581,2017,tot_opioid
MILLBURY,0.138502086804822,2013,alprazolam
MILLBURY,0.156596087277337,2014,alprazolam
MILLBURY,0.149582743296857,2015,alprazolam
MILLBURY,0.14926910378134,2016,alprazolam
MILLBURY,0.13153722567883,2017,alprazolam
MILLBURY,0.052720572241219,2013,diazepam
MILLBURY,0.078734016752974,2014,diazepam
MILLBURY,0.069056403642226,2015,diazepam
MILLBURY,0.069726333692852,2016,diazepam
MILLBURY,0.070388436348791,2017,diazepam
MILLBURY,0.388806131654239,2013,lorazepam
MILLBURY,0.472520212251588,2014,lorazepam
MILLBURY,0.513050327650129,2015,lorazepam
MILLBURY,0.485340407451737,2016,lorazepam
MILLBURY,0.483005145813238,2017,lorazepam
MILLBURY,0.580060525148011,2013,tot_benzo
MILLBURY,0.708061735411232,2014,tot_benzo
MILLBURY,0.731869959564352,2015,tot_benzo
MILLBURY,0.704441091663767,2016,tot_benzo
MILLBURY,0.685012686063591,2017,tot_benzo
MILLBURY,19.27477804705957,2013,tot_opioid
MILLBURY,20.189261202548156,2014,tot_opioid
MILLBURY,21.777433413170908,2015,tot_opioid
MILLBURY,20.652068458526813,2016,tot_opioid
MILLBURY,20.18796517100485,2017,tot_opioid
MILLIS,0.060393638037366,2013,alprazolam
MILLIS,0.077688814082611,2014,alprazolam
MILLIS,0.078350562411654,2015,alprazolam
MILLIS,0.065129763124419,2016,alprazolam
MILLIS,0.076417795065877,2017,alprazolam
MILLIS,0.011299621458409,2013,diazepam
MILLIS,0.013957107518160001,2014,diazepam
MILLIS,0.019248847426479,2015,diazepam
MILLIS,0.020604931477885,2016,diazepam
MILLIS,0.008755324859291,2017,diazepam
MILLIS,0.108198752853228,2013,lorazepam
MILLIS,0.117529543925829,2014,lorazepam
MILLIS,0.110234567482786,2015,lorazepam
MILLIS,0.096999043724538,2016,lorazepam
MILLIS,0.098295496753461,2017,lorazepam
MILLIS,0.178778688628862,2013,tot_benzo
MILLIS,0.208081826704474,2014,tot_benzo
MILLIS,0.206752801065951,2015,tot_benzo
MILLIS,0.181542208691568,2016,tot_benzo
MILLIS,0.182191036854284,2017,tot_benzo
MILLIS,7.985449197229217,2013,tot_opioid
MILLIS,8.472103762319318,2014,tot_opioid
MILLIS,8.386770649254137,2015,tot_opioid
MILLIS,7.148839573368949,2016,tot_opioid
MILLIS,7.20082669779523,2017,tot_opioid
MILLVILLE,0.002917289277364,2013,alprazolam
MILLVILLE,0.00306412794614,2014,alprazolam
MILLVILLE,0.00294113458631,2015,alprazolam
MILLVILLE,0.003210317810907,2016,alprazolam
MILLVILLE,0.003260382538067,2017,alprazolam
MILLVILLE,0.003145013442037,2013,diazepam
MILLVILLE,0.003236010759813,2014,diazepam
MILLVILLE,0.003376655256153,2015,diazepam
MILLVILLE,0.003586567629001,2016,diazepam
MILLVILLE,0.003555063040388,2017,diazepam
MILLVILLE,0.005701703974604,2013,lorazepam
MILLVILLE,0.005745332451191,2014,lorazepam
MILLVILLE,0.005701011362549,2015,lorazepam
MILLVILLE,0.005799950449842,2016,lorazepam
MILLVILLE,0.00561616730406,2017,lorazepam
MILLVILLE,0.005131542988128,2013,tot_benzo
MILLVILLE,0.005188398687304,2014,tot_benzo
MILLVILLE,0.00511290328049,2015,tot_benzo
MILLVILLE,0.005390480764829,2016,tot_benzo
MILLVILLE,0.005293010779147,2017,tot_benzo
MILLVILLE,0.004968914630555,2013,tot_opioid
MILLVILLE,0.004937880187458,2014,tot_opioid
MILLVILLE,0.004849836402574,2015,tot_opioid
MILLVILLE,0.004821727441507,2016,tot_opioid
MILLVILLE,0.004722344698326,2017,tot_opioid
MILTON,0.199061118660359,2013,alprazolam
MILTON,0.230842613111532,2014,alprazolam
MILTON,0.216493953410751,2015,alprazolam
MILTON,0.254336198682331,2016,alprazolam
MILTON,0.264449193653822,2017,alprazolam
MILTON,0.067251682669911,2013,diazepam
MILTON,0.086435981611844,2014,diazepam
MILTON,0.102570691189834,2015,diazepam
MILTON,0.10882115100029,2016,diazepam
MILTON,0.106195504319203,2017,diazepam
MILTON,0.304089735321988,2013,lorazepam
MILTON,0.408116185235963,2014,lorazepam
MILTON,0.386483268130764,2015,lorazepam
MILTON,0.461592474400398,2016,lorazepam
MILTON,0.445002219072209,2017,lorazepam
MILTON,0.570456776946946,2013,tot_benzo
MILTON,0.725563451028939,2014,tot_benzo
MILTON,0.705737534558553,2015,tot_benzo
MILTON,0.825011805041318,2016,tot_benzo
MILTON,0.815902931420823,2017,tot_benzo
MILTON,30.497691875779452,2013,tot_opioid
MILTON,35.69273633001093,2014,tot_opioid
MILTON,34.33883904220711,2015,tot_opioid
MILTON,37.3299211731535,2016,tot_opioid
MILTON,40.60846183270843,2017,tot_opioid
MONROE,0,2013,alprazolam
MONROE,0,2014,alprazolam
MONROE,0,2015,alprazolam
MONROE,0,2016,alprazolam
MONROE,0,2017,alprazolam
MONROE,0,2013,diazepam
MONROE,0,2014,diazepam
MONROE,0,2015,diazepam
MONROE,0,2016,diazepam
MONROE,0,2017,diazepam
MONROE,0,2013,lorazepam
MONROE,0,2014,lorazepam
MONROE,0,2015,lorazepam
MONROE,0,2016,lorazepam
MONROE,0,2017,lorazepam
MONROE,0,2013,tot_benzo
MONROE,0,2014,tot_benzo
MONROE,0,2015,tot_benzo
MONROE,0,2016,tot_benzo
MONROE,0,2017,tot_benzo
MONROE,0,2013,tot_opioid
MONROE,0,2014,tot_opioid
MONROE,0,2015,tot_opioid
MONROE,0,2016,tot_opioid
MONROE,0,2017,tot_opioid
MONSON,5.48155495981e-4,2013,alprazolam
MONSON,0.00639200806331,2014,alprazolam
MONSON,0.02646934094895,2015,alprazolam
MONSON,0.034978979481462,2016,alprazolam
MONSON,0.008015709992116,2017,alprazolam
MONSON,6.049051864e-4,2013,diazepam
MONSON,0.012716403167985,2014,diazepam
MONSON,0.006957004659276,2015,diazepam
MONSON,0.010146910562577,2016,diazepam
MONSON,0.015392792832176,2017,diazepam
MONSON,0.06771185150644,2013,lorazepam
MONSON,0.067203682408184,2014,lorazepam
MONSON,0.142334261452615,2015,lorazepam
MONSON,0.137615212997779,2016,lorazepam
MONSON,0.123833539163459,2017,lorazepam
MONSON,0.067708684095511,2013,tot_benzo
MONSON,0.0852103263901,2014,tot_benzo
MONSON,0.174751790408186,2015,tot_benzo
MONSON,0.181694705949131,2016,tot_benzo
MONSON,0.146178145501272,2017,tot_benzo
MONSON,6.589315794644499,2013,tot_opioid
MONSON,6.674243700419572,2014,tot_opioid
MONSON,12.29294488153217,2015,tot_opioid
MONSON,9.084472368557448,2016,tot_opioid
MONSON,7.443326143851545,2017,tot_opioid
MONTAGUE,0.105199844380216,2013,alprazolam
MONTAGUE,0.134143890728936,2014,alprazolam
MONTAGUE,0.123752876963959,2015,alprazolam
MONTAGUE,0.154431363656157,2016,alprazolam
MONTAGUE,0.177553409041203,2017,alprazolam
MONTAGUE,0.085105495930771,2013,diazepam
MONTAGUE,0.106955000221014,2014,diazepam
MONTAGUE,0.05811620441677,2015,diazepam
MONTAGUE,0.08451987372578,2016,diazepam
MONTAGUE,0.085660119565263,2017,diazepam
MONTAGUE,0.585087681139422,2013,lorazepam
MONTAGUE,0.684687790021867,2014,lorazepam
MONTAGUE,0.440715887373281,2015,lorazepam
MONTAGUE,0.610893480452705,2016,lorazepam
MONTAGUE,0.593564448716336,2017,lorazepam
MONTAGUE,0.775997357600779,2013,tot_benzo
MONTAGUE,0.926700106719964,2014,tot_benzo
MONTAGUE,0.622628215746137,2015,tot_benzo
MONTAGUE,0.85036407565516,2016,tot_benzo
MONTAGUE,0.857322590160934,2017,tot_benzo
MONTAGUE,51.07845317449122,2013,tot_opioid
MONTAGUE,50.11107850447635,2014,tot_opioid
MONTAGUE,47.35965376702067,2015,tot_opioid
MONTAGUE,50.775799799405995,2016,tot_opioid
MONTAGUE,47.983722713622555,2017,tot_opioid
MONTEREY,0.003001752866255,2013,alprazolam
MONTEREY,0.003152906274164,2014,alprazolam
MONTEREY,0.003026483921641,2015,alprazolam
MONTEREY,0.003303417962453,2016,alprazolam
MONTEREY,0.003354902038673,2017,alprazolam
MONTEREY,0.003233409816851,2013,diazepam
MONTEREY,0.003326969738921,2014,diazepam
MONTEREY,0.003471235543901,2015,diazepam
MONTEREY,0.003686745145885,2016,diazepam
MONTEREY,0.003654357441554,2017,diazepam
MONTEREY,0.005867117712372,2013,lorazepam
MONTEREY,0.005912198851249,2014,lorazepam
MONTEREY,0.005866715860239,2015,lorazepam
MONTEREY,0.005968700921704,2016,lorazepam
MONTEREY,0.005779658204724,2017,lorazepam
MONTEREY,0.005281782508023,2013,tot_benzo
MONTEREY,0.005340388265099,2014,tot_benzo
MONTEREY,0.005262743360708,2015,tot_benzo
MONTEREY,0.00554846964035,2016,tot_benzo
MONTEREY,0.005448167457655,2017,tot_benzo
MONTEREY,0.306828919865916,2013,tot_opioid
MONTEREY,0.221017814652487,2014,tot_opioid
MONTEREY,0.262341441367661,2015,tot_opioid
MONTEREY,0.265274260441826,2016,tot_opioid
MONTEREY,0.327293776276701,2017,tot_opioid
MONTGOMERY,0.006672082003478,2013,alprazolam
MONTGOMERY,0.00701417967573,2014,alprazolam
MONTGOMERY,0.006745975994125,2015,alprazolam
MONTGOMERY,0.007357368991927,2016,alprazolam
MONTGOMERY,0.007468879616892,2017,alprazolam
MONTGOMERY,0.006939092471329,2013,diazepam
MONTGOMERY,0.007140323754192,2014,diazepam
MONTGOMERY,0.007420197964579,2015,diazepam
MONTGOMERY,0.007855751890515,2016,diazepam
MONTGOMERY,0.007786460413862,2017,diazepam
MONTGOMERY,0.013073318270087,2013,lorazepam
MONTGOMERY,0.013191942390711,2014,lorazepam
MONTGOMERY,0.013102669566975,2015,lorazepam
MONTGOMERY,0.013347065294138,2016,lorazepam
MONTGOMERY,0.012932906066577,2017,lorazepam
MONTGOMERY,0.011903288497701,2013,tot_benzo
MONTGOMERY,0.012043859470673,2014,tot_benzo
MONTGOMERY,0.011874929140659,2015,tot_benzo
MONTGOMERY,0.012521043836402,2016,tot_benzo
MONTGOMERY,0.012297139599489,2017,tot_benzo
MONTGOMERY,0.011680508180817,2013,tot_opioid
MONTGOMERY,0.011607696085272,2014,tot_opioid
MONTGOMERY,0.011400861184797,2015,tot_opioid
MONTGOMERY,0.011334996669131,2016,tot_opioid
MONTGOMERY,0.011101475781756,2017,tot_opioid
MOUNT WASHINGTON,0.002180894753053,2013,alprazolam
MOUNT WASHINGTON,0.002290266557289,2014,alprazolam
MOUNT WASHINGTON,0.002197484236302,2015,alprazolam
MOUNT WASHINGTON,0.002398989745125,2016,alprazolam
MOUNT WASHINGTON,0.002436607826509,2017,alprazolam
MOUNT WASHINGTON,0.002368123773643,2013,diazepam
MOUNT WASHINGTON,0.002436610778587,2014,diazepam
MOUNT WASHINGTON,0.002544650318538,2015,diazepam
MOUNT WASHINGTON,0.002704663108392,2016,diazepam
MOUNT WASHINGTON,0.002680925566147,2017,diazepam
MOUNT WASHINGTON,0.004260343431268,2013,lorazepam
MOUNT WASHINGTON,0.004291760364238,2014,lorazepam
MOUNT WASHINGTON,0.004257860045443,2015,lorazepam
MOUNT WASHINGTON,0.004330678044257,2016,lorazepam
MOUNT WASHINGTON,0.004192898266844,2017,lorazepam
MOUNT WASHINGTON,0.003825689085962,2013,tot_benzo
MOUNT WASHINGTON,0.003867538460844,2014,tot_benzo
MOUNT WASHINGTON,0.003810872011703,2015,tot_benzo
MOUNT WASHINGTON,0.004017674414689,2016,tot_benzo
MOUNT WASHINGTON,0.003944872955537,2017,tot_benzo
MOUNT WASHINGTON,0.003695023387795,2013,tot_opioid
MOUNT WASHINGTON,0.003671936840752,2014,tot_opioid
MOUNT WASHINGTON,0.003606457160386,2015,tot_opioid
MOUNT WASHINGTON,0.003585541845051,2016,tot_opioid
MOUNT WASHINGTON,0.003511632079859,2017,tot_opioid
NAHANT,0.001613934913884,2013,alprazolam
NAHANT,0.001694645167869,2014,alprazolam
NAHANT,0.001625507767109,2015,alprazolam
NAHANT,0.001774782469218,2016,alprazolam
NAHANT,0.001802729731845,2017,alprazolam
NAHANT,0.001762294192433,2013,diazepam
NAHANT,0.001813241866457,2014,diazepam
NAHANT,0.001894884179344,2015,diazepam
NAHANT,0.002015099581441,2016,diazepam
NAHANT,0.001997425867405,2017,diazepam
NAHANT,0.003151593917373,2013,lorazepam
NAHANT,0.003174162064075,2014,lorazepam
NAHANT,0.003148639079132,2015,lorazepam
NAHANT,0.003201876027715,2016,lorazepam
NAHANT,0.003099694568808,2017,lorazepam
NAHANT,0.002825168208483,2013,tot_benzo
NAHANT,0.002855768560235,2014,tot_benzo
NAHANT,0.002813705472233,2015,tot_benzo
NAHANT,0.002966345270836,2016,tot_benzo
NAHANT,0.002912506923315,2017,tot_benzo
NAHANT,0.002723367820509,2013,tot_opioid
NAHANT,0.00270634742645,2014,tot_opioid
NAHANT,0.002658082075989,2015,tot_opioid
NAHANT,0.00264265957689,2016,tot_opioid
NAHANT,0.002588182001832,2017,tot_opioid
NANTUCKET,0.064885502159114,2013,alprazolam
NANTUCKET,0.076155497904005,2014,alprazolam
NANTUCKET,0.092376739733155,2015,alprazolam
NANTUCKET,0.099910586509673,2016,alprazolam
NANTUCKET,0.11301541417772,2017,alprazolam
NANTUCKET,0.06081998471472,2013,diazepam
NANTUCKET,0.051546274450635,2014,diazepam
NANTUCKET,0.066401428077133,2015,diazepam
NANTUCKET,0.079404856694349,2016,diazepam
NANTUCKET,0.075065552938872,2017,diazepam
NANTUCKET,0.152257657348808,2013,lorazepam
NANTUCKET,0.166032825645972,2014,lorazepam
NANTUCKET,0.15793447127198,2015,lorazepam
NANTUCKET,0.187333132066208,2016,lorazepam
NANTUCKET,0.255998383970861,2017,lorazepam
NANTUCKET,0.277454259299482,2013,tot_benzo
NANTUCKET,0.293130648243432,2014,tot_benzo
NANTUCKET,0.316275751051478,2015,tot_benzo
NANTUCKET,0.366367817712146,2016,tot_benzo
NANTUCKET,0.443900287130603,2017,tot_benzo
NANTUCKET,15.244779822333426,2013,tot_opioid
NANTUCKET,16.154539510548368,2014,tot_opioid
NANTUCKET,17.28859099061379,2015,tot_opioid
NANTUCKET,17.319337984613046,2016,tot_opioid
NANTUCKET,19.40573683113311,2017,tot_opioid
NATICK,0.133488159388504,2013,alprazolam
NATICK,0.152211687870004,2014,alprazolam
NATICK,0.131304324030079,2015,alprazolam
NATICK,0.164491828385126,2016,alprazolam
NATICK,0.159145651813364,2017,alprazolam
NATICK,0.05700245422462,2013,diazepam
NATICK,0.064071357473094,2014,diazepam
NATICK,0.05119876486883,2015,diazepam
NATICK,0.053400094163464,2016,diazepam
NATICK,0.038648536000796,2017,diazepam
NATICK,0.329893627462795,2013,lorazepam
NATICK,0.354132218631429,2014,lorazepam
NATICK,0.31813233443131,2015,lorazepam
NATICK,0.365019817264827,2016,lorazepam
NATICK,0.328376233959235,2017,lorazepam
NATICK,0.520376642443502,2013,tot_benzo
NATICK,0.570423942187163,2014,tot_benzo
NATICK,0.500579553227598,2015,tot_benzo
NATICK,0.582879201402788,2016,tot_benzo
NATICK,0.526083240323768,2017,tot_benzo
NATICK,19.905768018853564,2013,tot_opioid
NATICK,19.94103469281511,2014,tot_opioid
NATICK,18.488196932966723,2015,tot_opioid
NATICK,20.38005416053906,2016,tot_opioid
NATICK,20.277743917518066,2017,tot_opioid
NEEDHAM,0.073472092717282,2013,alprazolam
NEEDHAM,0.057692805184395,2014,alprazolam
NEEDHAM,0.053368400002961,2015,alprazolam
NEEDHAM,0.053714851297901,2016,alprazolam
NEEDHAM,0.066349907201975,2017,alprazolam
NEEDHAM,0.042501994893228,2013,diazepam
NEEDHAM,0.039520967718316,2014,diazepam
NEEDHAM,0.044332884976228,2015,diazepam
NEEDHAM,0.036709098391076,2016,diazepam
NEEDHAM,0.032892238756043,2017,diazepam
NEEDHAM,0.234224426160135,2013,lorazepam
NEEDHAM,0.25917804828797,2014,lorazepam
NEEDHAM,0.248712679681655,2015,lorazepam
NEEDHAM,0.266189750594724,2016,lorazepam
NEEDHAM,0.253717091610681,2017,lorazepam
NEEDHAM,0.350068010784875,2013,tot_benzo
NEEDHAM,0.356236335017203,2014,tot_benzo
NEEDHAM,0.346260513820665,2015,tot_benzo
NEEDHAM,0.356424495418881,2016,tot_benzo
NEEDHAM,0.352762690286084,2017,tot_benzo
NEEDHAM,16.92553696577238,2013,tot_opioid
NEEDHAM,17.112761087399967,2014,tot_opioid
NEEDHAM,17.275185899728864,2015,tot_opioid
NEEDHAM,20.173156299718528,2016,tot_opioid
NEEDHAM,20.437426886010442,2017,tot_opioid
NEW ASHFORD,0.011729539493424,2013,alprazolam
NEW ASHFORD,0.012345815487547,2014,alprazolam
NEW ASHFORD,0.011905593722638,2015,alprazolam
NEW ASHFORD,0.012970220057912,2016,alprazolam
NEW ASHFORD,0.013159108746115,2017,alprazolam
NEW ASHFORD,0.011645450595466,2013,diazepam
NEW ASHFORD,0.011984115489447,2014,diazepam
NEW ASHFORD,0.01239100015298,2015,diazepam
NEW ASHFORD,0.013065898865449,2016,diazepam
NEW ASHFORD,0.012950070602127,2017,diazepam
NEW ASHFORD,0.023061656660991,2013,lorazepam
NEW ASHFORD,0.023315492724957,2014,lorazepam
NEW ASHFORD,0.023187798074242,2015,lorazepam
NEW ASHFORD,0.023661429448952,2016,lorazepam
NEW ASHFORD,0.022948496508776,2017,lorazepam
NEW ASHFORD,0.021334984552607,2013,tot_benzo
NEW ASHFORD,0.02160866141608,2014,tot_benzo
NEW ASHFORD,0.021321407249149,2015,tot_benzo
NEW ASHFORD,0.022485091290674,2016,tot_benzo
NEW ASHFORD,0.022089283326906,2017,tot_benzo
NEW ASHFORD,0.021333869177047,2013,tot_opioid
NEW ASHFORD,0.021201252104255,2014,tot_opioid
NEW ASHFORD,0.020823822716542,2015,tot_opioid
NEW ASHFORD,0.020704080605025,2016,tot_opioid
NEW ASHFORD,0.020277828357204,2017,tot_opioid
NEW BEDFORD,0.38721842556337,2013,alprazolam
NEW BEDFORD,0.38120217124789,2014,alprazolam
NEW BEDFORD,0.363388838643933,2015,alprazolam
NEW BEDFORD,0.349879527715326,2016,alprazolam
NEW BEDFORD,0.333450228849007,2017,alprazolam
NEW BEDFORD,0.061302120734236,2013,diazepam
NEW BEDFORD,0.071128875595764,2014,diazepam
NEW BEDFORD,0.065676151413509,2015,diazepam
NEW BEDFORD,0.054142771046836,2016,diazepam
NEW BEDFORD,0.047994601398026,2017,diazepam
NEW BEDFORD,0.33573038561756,2013,lorazepam
NEW BEDFORD,0.342399643770272,2014,lorazepam
NEW BEDFORD,0.328576151294415,2015,lorazepam
NEW BEDFORD,0.333025779484911,2016,lorazepam
NEW BEDFORD,0.312409561516986,2017,lorazepam
NEW BEDFORD,0.784314604912243,2013,tot_benzo
NEW BEDFORD,0.794793337538146,2014,tot_benzo
NEW BEDFORD,0.757684687639976,2015,tot_benzo
NEW BEDFORD,0.737073362392098,2016,tot_benzo
NEW BEDFORD,0.693868901814443,2017,tot_benzo
NEW BEDFORD,26.254261210253656,2013,tot_opioid
NEW BEDFORD,27.035784115566088,2014,tot_opioid
NEW BEDFORD,26.993970143312207,2015,tot_opioid
NEW BEDFORD,27.260427751059492,2016,tot_opioid
NEW BEDFORD,26.46120696335632,2017,tot_opioid
NEW BRAINTREE,0.005562396072271,2013,alprazolam
NEW BRAINTREE,0.005846052120965,2014,alprazolam
NEW BRAINTREE,0.005619221042127,2015,alprazolam
NEW BRAINTREE,0.006129980238225,2016,alprazolam
NEW BRAINTREE,0.006223683712755,2017,alprazolam
NEW BRAINTREE,0.005845962948956,2013,diazepam
NEW BRAINTREE,0.006015382998098,2014,diazepam
NEW BRAINTREE,0.006258536012313,2015,diazepam
NEW BRAINTREE,0.006632121993281,2016,diazepam
NEW BRAINTREE,0.006573692757536,2017,diazepam
NEW BRAINTREE,0.010890835455024,2013,lorazepam
NEW BRAINTREE,0.010985066838565,2014,lorazepam
NEW BRAINTREE,0.010907643201164,2015,lorazepam
NEW BRAINTREE,0.011106894974933,2016,lorazepam
NEW BRAINTREE,0.010760081048379,2017,lorazepam
NEW BRAINTREE,0.009881996522159,2013,tot_benzo
NEW BRAINTREE,0.009996543523203,2014,tot_benzo
NEW BRAINTREE,0.009854762827735,2015,tot_benzo
NEW BRAINTREE,0.010390605862276,2016,tot_benzo
NEW BRAINTREE,0.010204178758419,2017,tot_benzo
NEW BRAINTREE,0.009658413042748,2013,tot_opioid
NEW BRAINTREE,0.009598170817181,2014,tot_opioid
NEW BRAINTREE,0.009427109915481,2015,tot_opioid
NEW BRAINTREE,0.009372594934295,2016,tot_opioid
NEW BRAINTREE,0.009179475645247,2017,tot_opioid
NEW MARLBOROUGH,0.002276676125952,2013,alprazolam
NEW MARLBOROUGH,0.002390905833308,2014,alprazolam
NEW MARLBOROUGH,0.002294162028813,2015,alprazolam
NEW MARLBOROUGH,0.002504480620554,2016,alprazolam
NEW MARLBOROUGH,0.002543724922955,2017,alprazolam
NEW MARLBOROUGH,0.002469806826393,2013,diazepam
NEW MARLBOROUGH,0.0025412388983310002,2014,diazepam
NEW MARLBOROUGH,0.002653625489857,2015,diazepam
NEW MARLBOROUGH,0.002820241762645,2016,diazepam
NEW MARLBOROUGH,0.002795487060099,2017,diazepam
NEW MARLBOROUGH,0.004447737509173,2013,lorazepam
NEW MARLBOROUGH,0.004480696799546,2014,lorazepam
NEW MARLBOROUGH,0.004445411610501,2015,lorazepam
NEW MARLBOROUGH,0.004521583042839,2016,lorazepam
NEW MARLBOROUGH,0.004377804733937,2017,lorazepam
NEW MARLBOROUGH,0.003995133259263,2013,tot_benzo
NEW MARLBOROUGH,0.004038909072929,2014,tot_benzo
NEW MARLBOROUGH,0.003979784655534,2015,tot_benzo
NEW MARLBOROUGH,0.004195765309609,2016,tot_benzo
NEW MARLBOROUGH,0.00411975770507,2017,tot_benzo
NEW MARLBOROUGH,0.003859954168399,2013,tot_opioid
NEW MARLBOROUGH,0.00383583827761,2014,tot_opioid
NEW MARLBOROUGH,0.003767436915443,2015,tot_opioid
NEW MARLBOROUGH,0.003745589744502,2016,tot_opioid
NEW MARLBOROUGH,0.003668381758538,2017,tot_opioid
NEW SALEM,0.003764752887741,2013,alprazolam
NEW SALEM,0.00395504511873,2014,alprazolam
NEW SALEM,0.003797984983996,2015,alprazolam
NEW SALEM,0.004144826114106,2016,alprazolam
NEW SALEM,0.004209054629211,2017,alprazolam
NEW SALEM,0.004025398257589,2013,diazepam
NEW SALEM,0.004141929960248,2014,diazepam
NEW SALEM,0.004317835012508,2015,diazepam
NEW SALEM,0.00458276303261,2016,diazepam
NEW SALEM,0.004542468859096,2017,diazepam
NEW SALEM,0.007362232246007,2013,lorazepam
NEW SALEM,0.007420922373227,2014,lorazepam
NEW SALEM,0.00736525555008,2015,lorazepam
NEW SALEM,0.007495223976695,2016,lorazepam
NEW SALEM,0.007258828279763,2017,lorazepam
NEW SALEM,0.006643279871509,2013,tot_benzo
NEW SALEM,0.006717966775963,2014,tot_benzo
NEW SALEM,0.006621000829502,2015,tot_benzo
NEW SALEM,0.006980630074231,2016,tot_benzo
NEW SALEM,0.006854717942213,2017,tot_benzo
NEW SALEM,0.006451787663011,2013,tot_opioid
NEW SALEM,0.006411508828227,2014,tot_opioid
NEW SALEM,0.006297206132404,2015,tot_opioid
NEW SALEM,0.006260734446114,2016,tot_opioid
NEW SALEM,0.006131705085046,2017,tot_opioid
NEWBURY,0.016880797433719,2013,alprazolam
NEWBURY,0.024698221065253,2014,alprazolam
NEWBURY,0.033110365028923,2015,alprazolam
NEWBURY,0.02019627124593,2016,alprazolam
NEWBURY,0.035122734705653,2017,alprazolam
NEWBURY,0.019416978642464,2013,diazepam
NEWBURY,0.010422448116515,2014,diazepam
NEWBURY,0.012380373340706,2015,diazepam
NEWBURY,0.01885500512586,2016,diazepam
NEWBURY,0.018204363960031,2017,diazepam
NEWBURY,0.060986413639898,2013,lorazepam
NEWBURY,0.096045487233624,2014,lorazepam
NEWBURY,0.102539662091068,2015,lorazepam
NEWBURY,0.11232002538012,2016,lorazepam
NEWBURY,0.150589454820468,2017,lorazepam
NEWBURY,0.096066630861132,2013,tot_benzo
NEWBURY,0.129893080420666,2014,tot_benzo
NEWBURY,0.146789916903349,2015,tot_benzo
NEWBURY,0.150106650495793,2016,tot_benzo
NEWBURY,0.202750491267498,2017,tot_benzo
NEWBURY,3.731250722312154,2013,tot_opioid
NEWBURY,3.993780637551882,2014,tot_opioid
NEWBURY,3.744267430250901,2015,tot_opioid
NEWBURY,4.399622442618442,2016,tot_opioid
NEWBURY,4.460842747932794,2017,tot_opioid
NEWBURYPORT,0.35317831143256,2013,alprazolam
NEWBURYPORT,0.333431890230366,2014,alprazolam
NEWBURYPORT,0.378843212388267,2015,alprazolam
NEWBURYPORT,0.472229531129013,2016,alprazolam
NEWBURYPORT,0.467998944410372,2017,alprazolam
NEWBURYPORT,0.102096874212363,2013,diazepam
NEWBURYPORT,0.103684347682277,2014,diazepam
NEWBURYPORT,0.105768532173046,2015,diazepam
NEWBURYPORT,0.134152756822458,2016,diazepam
NEWBURYPORT,0.138881139480041,2017,diazepam
NEWBURYPORT,0.617570995673984,2013,lorazepam
NEWBURYPORT,0.642965174543417,2014,lorazepam
NEWBURYPORT,0.669125874379636,2015,lorazepam
NEWBURYPORT,0.815117713594573,2016,lorazepam
NEWBURYPORT,0.82041763113552,2017,lorazepam
NEWBURYPORT,1.073463324983741,2013,tot_benzo
NEWBURYPORT,1.080651736564584,2014,tot_benzo
NEWBURYPORT,1.154353628035473,2015,tot_benzo
NEWBURYPORT,1.422397041637588,2016,tot_benzo
NEWBURYPORT,1.428217327200278,2017,tot_benzo
NEWBURYPORT,53.97620855069708,2013,tot_opioid
NEWBURYPORT,54.080899689151174,2014,tot_opioid
NEWBURYPORT,51.26887828487964,2015,tot_opioid
NEWBURYPORT,56.77969113598666,2016,tot_opioid
